$2
NodeId:0	0.746113873626,0.0,1,15,66,96
NodeId:1	1.37236771978,0.0,37,72
NodeId:2	1.0298592122,0.0,31,63
NodeId:3	0.800881745486,0.0,30,42,45,86
NodeId:4	0.71228207036,0.0,24,42,46,86
NodeId:5	0.535107665599,0.0,2,24,50,61,81,9,98
NodeId:6	0.729573057846,0.0,15,22,58,80
NodeId:7	1.01303411172,0.0,12,21,38,57,93
NodeId:8	0.383790865385,0.0,13,41,59,87
NodeId:9	1.71266665795,0.0,33,39,41,43,51,69,80
NodeId:10	0.921589149443,0.0,38,4,6,67,78,80
NodeId:11	0.691965163311,0.0,28,40,49,51,6,67,89
NodeId:12	1.17436326013,0.0,24,28,50,55,67,85,98
NodeId:13	1.06639950397,0.0,25,32,33,35,76
NodeId:14	0.326233333333,0.0,36,39,44,62,98
NodeId:15	1.27053351648,0.0,47,70,79,95,97
NodeId:16	0.659030017007,0.0,45,52,67,80
NodeId:17	0.575264976343,0.0,18,39,41,53,63,72,79,99
NodeId:18	1.17207256072,0.0,52,61,62,87
NodeId:19	0.981292920373,0.0,27,33,37,45,92
NodeId:20	1.20518305289,0.0,7,94
NodeId:21	3.36595138889,0.0
NodeId:22	1.13352416928,0.0,25,65,72,83,97
NodeId:23	0.555928968254,0.0,92,99
NodeId:24	1.10462344649,0.0,10,18,38,55,9,93,94
NodeId:25	0.844039455783,0.0,63
NodeId:26	0.863919220594,0.0,15,23,28,64
NodeId:27	1.4371791356,0.0,32,68,70,92
NodeId:28	0.936719210602,0.0,21,25,72
NodeId:29	0.849493404686,0.0,18,23,31,36,86
NodeId:30	0.950406234103,0.0,80,84,95
NodeId:31	2.39057165061,0.0,29,36,46,49,54,62,70,85
NodeId:32	1.04032995232,0.0,2,27,3,47,6,69,71,91
NodeId:33	1.0395647534,0.0,2,56,58,86
NodeId:34	1.08875669643,0.0,0,7,77,78
NodeId:35	0.549649858277,0.0,12,18,62,64,65,66,83,91
NodeId:36	0.824362847223,0.0,12,20,30,34,61,75,77,99
NodeId:37	1.29913348024,0.0,40,59,71,97
NodeId:38	1.27965790435,0.0,30,41,98
NodeId:39	1.21879332483,0.0,31,43,68,71,92
NodeId:40	0.771126556232,0.0,7,71,72,73
NodeId:41	1.08321298731,0.0,44,45,49,66
NodeId:42	0.557175140087,0.0,36,45,70,89,99
NodeId:43	0.955706371011,0.0,21,24,4,56,67,68,80,86,90
NodeId:44	0.676984237639,0.0,17,37,38
NodeId:45	1.46759494175,0.0,18,53,58,83,86,90
NodeId:46	0.852651330563,0.0,78
NodeId:47	0.554436343865,0.0,14,5,52,70,73
NodeId:48	0.15,0.0,18,39,61,79,89
NodeId:49	1.17100509387,0.0,2,29,31,39,84
NodeId:50	0.842256779828,0.0,0,20,46,68
NodeId:51	0.950083641583,0.0,38,45,61,71
NodeId:52	0.860301488094,0.0,27,31,64,91
NodeId:53	0.609737847222,0.0,13,2,65,78,95
NodeId:54	0.706119899322,0.0,12,69,77
NodeId:55	0.75510551849,0.0,10,19,22,25,51,58,62
NodeId:56	0.51441220238,0.0,29,36,80,96,98
NodeId:57	0.875052974556,0.0,86,94,96,98
NodeId:58	0.936863768424,0.0,16,38,71,73,78
NodeId:59	0.53470673077,0.0,10,24,69,92
NodeId:60	0.612387286326,0.0,14,49,53,56,65
NodeId:61	0.817087997939,0.0,18,20,6,9,99
NodeId:62	1.06850269983,0.0,11,22,33,91
NodeId:63	1.87466809753,0.0,3,64,65,72
NodeId:64	1.13560941588,0.0,27,28,3,31,33,39,78
NodeId:65	1.0664859375,0.0,27,88
NodeId:66	1.12252804487,0.0,19,72,8,81,83,98
NodeId:67	0.702251842404,0.0,2,26,30,31,32,45
NodeId:68	0.930588392858,0.0,1,19,28,40,6,81,85
NodeId:69	0.992905778498,0.0,12,22,42,46,55,72,88
NodeId:70	1.24784447115,0.0,20,63,99
NodeId:71	1.61949672238,0.0,15,16,45,84,97
NodeId:72	2.04538087879,0.0,10,49,51,92,93,95
NodeId:73	0.571980242675,0.0,41,50,51,84,92
NodeId:74	0.48442232906,0.0,35,54,84
NodeId:75	0.439613467262,0.0,29,34,37,51,54,65,85,91
NodeId:76	0.870233333333,0.0,9
NodeId:77	0.664315352182,0.0,0,32,37,40,41,44,5,69,79,83,85,86,87
NodeId:78	1.62947872732,0.0,13,19,34,82
NodeId:79	1.0992530029,0.0,0,26,43,74,90
NodeId:80	1.26614649235,0.0,31,79
NodeId:81	0.646520909646,0.0,21,26,5,78,93,96
NodeId:82	0.724787202381,0.0,2,23,24,32,52,53
NodeId:83	1.50228876679,0.0,1,10,18,27,29,4,70
NodeId:84	1.10080257937,0.0,21,9
NodeId:85	0.728589096296,0.0,32,54,57,64,69,90,99
NodeId:86	1.29511728861,0.0,11,60,71,95
NodeId:87	0.550849530677,0.0,19,20,27,30,47,54,63,8
NodeId:88	1.29131626112,0.0,21,26,44,50,55,82
NodeId:89	0.549120535715,0.0,16,32,35,38,40,57,58
NodeId:90	0.943702131846,0.0,1,26,52,93,96
NodeId:91	0.850057606457,0.0,12,24,66,81,95
NodeId:92	1.73490848214,0.0,22,34,39,57
NodeId:93	0.995154180841,0.0,15,43,66,75
NodeId:94	1.15354510346,0.0,17,20,4,90
NodeId:95	1.4937681395,0.0,76,88
NodeId:96	0.844664964896,0.0,12,13,24,31,60,74
NodeId:97	1.08813515339,0.0,37,50,62,89
NodeId:98	1.28721828776,0.0,13,15,28,49,5,66,92,94
NodeId:99	1.28152987719,0.0,1,83
