1	0.0,0.810384615385
1	1.0,1.20035714286
1	2.0,1.21351190476
1	3.0,0.590178571428
1	4.0,0.72003968254
1	5.0,0.633301282052
1	6.0,0.810773809524
1	7.0,1.0
1	8.0,0.397916666667
1	9.0,1.83785714286
1	10.0,0.868452380952
1	11.0,0.575
1	12.0,1.24892857143
1	13.0,0.992916666667
1	14.0,0.49
1	15.0,1.27625
1	16.0,0.611428571428
1	17.0,0.645833333333
1	18.0,1.25702380952
1	19.0,0.853273809524
1	20.0,1.24083333333
1	21.0,1.40611111111
1	22.0,1.03035714286
1	23.0,0.674166666667
1	24.0,1.36563492064
1	25.0,0.894761904762
1	26.0,0.915000000001
1	27.0,1.41285714286
1	28.0,0.954464285714
1	29.0,0.823928571428
1	30.0,1.0
1	31.0,2.12726190476
1	32.0,1.12407509158
1	33.0,0.945357142857
1	34.0,0.7875
1	35.0,0.724761904762
1	36.0,0.93625
1	37.0,1.41246794872
1	38.0,1.37035714286
1	39.0,1.22160714286
1	40.0,0.79217032967
1	41.0,1.10889652015
1	42.0,0.696428571428
1	43.0,0.823928571428
1	44.0,0.739551282052
1	45.0,1.65166666667
1	46.0,0.802678571428
1	47.0,0.5325
1	49.0,1.0080952381
1	50.0,0.917023809524
1	51.0,0.932202380952
1	52.0,1.05666666667
1	53.0,0.709583333334
1	54.0,0.873511904761
1	55.0,0.655952380952
1	56.0,0.626944444444
1	57.0,0.775357142857
1	58.0,0.959523809524
1	59.0,0.575
1	60.0,0.504166666667
1	61.0,0.972678571428
1	62.0,1.07892857143
1	63.0,1.92083333333
1	64.0,1.01517857143
1	65.0,1.085
1	66.0,1.17
1	67.0,0.841468253968
1	68.0,0.839444444444
1	69.0,1.06032509157
1	70.0,1.10017857143
1	71.0,1.44625
1	72.0,1.82267857143
1	73.0,0.7025
1	74.0,0.461666666667
1	75.0,0.46875
1	76.0,0.745
1	77.0,0.752083333333
1	78.0,1.95726190476
1	79.0,1.08663461538
1	80.0,1.38587301587
1	81.0,0.704523809524
1	82.0,0.504166666667
1	83.0,1.19996794872
1	84.0,1.22666666667
1	85.0,0.670741758242
1	86.0,1.4714957265
1	87.0,0.640384615385
1	88.0,1.12142857143
1	89.0,0.823928571428
1	90.0,0.89003968254
1	91.0,0.89375
1	92.0,1.75791666667
1	93.0,0.894761904762
1	94.0,1.01517857143
1	95.0,1.2975
1	96.0,1.05666666667
1	97.0,0.8725
1	98.0,1.37035714286
1	99.0,1.53226190476
-1	-101.0,1.0,1,83
-1	-100.0,1.0,5,13,15,28,49,66,92,94
-1	-99.0,1.0,37,50,62,89
-1	-98.0,1.0,12,13,24,31,60,74
-1	-97.0,1.0,76,88
-1	-96.0,1.0,4,17,20,90
-1	-95.0,1.0,15,43,66,75
-1	-94.0,1.0,22,34,39,57
-1	-93.0,1.0,12,24,66,81,95
-1	-92.0,1.0,1,26,52,93,96
-1	-91.0,0.999999999999,16,32,35,38,40,57,58
-1	-90.0,1.0,21,26,44,50,55,82
-1	-89.0,1.0,8,19,20,27,30,47,54,63
-1	-88.0,1.0,11,60,71,95
-1	-87.0,0.999999999999,32,54,57,64,69,90,99
-1	-86.0,1.0,9,21
-1	-85.0,0.999999999999,1,4,10,18,27,29,70
-1	-84.0,1.0,2,23,24,32,52,53
-1	-83.0,1.0,5,21,26,78,93,96
-1	-82.0,1.0,31,79
-1	-81.0,1.0,0,26,43,74,90
-1	-80.0,1.0,13,19,34,82
-1	-79.0,1.0,0,5,32,37,40,41,44,69,79,83,85,86,87
-1	-78.0,1.0,9
-1	-77.0,1.0,29,34,37,51,54,65,85,91
-1	-76.0,0.999999999999,35,54,84
-1	-75.0,1.0,41,50,51,84,92
-1	-74.0,1.0,10,49,51,92,93,95
-1	-73.0,1.0,15,16,45,84,97
-1	-72.0,0.999999999999,20,63,99
-1	-71.0,0.999999999999,12,22,42,46,55,72,88
-1	-70.0,0.999999999999,1,6,19,28,40,81,85
-1	-69.0,1.0,2,26,30,31,32,45
-1	-68.0,1.0,8,19,72,81,83,98
-1	-67.0,1.0,27,88
-1	-66.0,0.999999999999,3,27,28,31,33,39,78
-1	-65.0,1.0,3,64,65,72
-1	-64.0,1.0,11,22,33,91
-1	-63.0,1.0,6,9,18,20,99
-1	-62.0,1.0,14,49,53,56,65
-1	-61.0,1.0,10,24,69,92
-1	-60.0,1.0,16,38,71,73,78
-1	-59.0,1.0,86,94,96,98
-1	-58.0,1.0,29,36,80,96,98
-1	-57.0,0.999999999999,10,19,22,25,51,58,62
-1	-56.0,0.999999999999,12,69,77
-1	-55.0,1.0,2,13,65,78,95
-1	-54.0,1.0,27,31,64,91
-1	-53.0,1.0,38,45,61,71
-1	-52.0,1.0,0,20,46,68
-1	-51.0,1.0,2,29,31,39,84
-1	-50.0,1.0,18,39,61,79,89
-1	-49.0,1.0,5,14,52,70,73
-1	-48.0,1.0,78
-1	-47.0,1.0,18,53,58,83,86,90
-1	-46.0,0.999999999999,17,37,38
-1	-45.0,0.999999999999,4,21,24,56,67,68,80,86,90
-1	-44.0,1.0,36,45,70,89,99
-1	-43.0,1.0,44,45,49,66
-1	-42.0,1.0,7,71,72,73
-1	-41.0,1.0,31,43,68,71,92
-1	-40.0,0.999999999999,30,41,98
-1	-39.0,1.0,40,59,71,97
-1	-38.0,1.0,12,20,30,34,61,75,77,99
-1	-37.0,1.0,12,18,62,64,65,66,83,91
-1	-36.0,1.0,0,7,77,78
-1	-35.0,1.0,2,56,58,86
-1	-34.0,1.0,2,3,6,27,47,69,71,91
-1	-33.0,1.0,29,36,46,49,54,62,70,85
-1	-32.0,0.999999999999,80,84,95
-1	-31.0,1.0,18,23,31,36,86
-1	-30.0,0.999999999999,21,25,72
-1	-29.0,1.0,32,68,70,92
-1	-28.0,1.0,15,23,28,64
-1	-27.0,1.0,63
-1	-26.0,0.999999999999,9,10,18,38,55,93,94
-1	-25.0,1.0,92,99
-1	-24.0,1.0,25,65,72,83,97
-1	-22.0,1.0,7,94
-1	-21.0,1.0,27,33,37,45,92
-1	-20.0,1.0,52,61,62,87
-1	-19.0,1.0,18,39,41,53,63,72,79,99
-1	-18.0,1.0,45,52,67,80
-1	-17.0,1.0,47,70,79,95,97
-1	-16.0,1.0,36,39,44,62,98
-1	-15.0,1.0,25,32,33,35,76
-1	-14.0,0.999999999999,24,28,50,55,67,85,98
-1	-13.0,0.999999999999,6,28,40,49,51,67,89
-1	-12.0,1.0,4,6,38,67,78,80
-1	-11.0,0.999999999999,33,39,41,43,51,69,80
-1	-10.0,1.0,13,41,59,87
-1	-9.0,1.0,12,21,38,57,93
-1	-8.0,1.0,15,22,58,80
-1	-7.0,0.999999999999,2,9,24,50,61,81,98
-1	-6.0,1.0,24,42,46,86
-1	-5.0,1.0,30,42,45,86
-1	-4.0,1.0,31,63
-1	-3.0,1.0,37,72
-1	-2.0,1.0,1,15,66,96
