$8
NodeId:0	0.749440694624,0.752601956816,1,15,66,96
NodeId:1	1.24796203144,1.2543611056,37,72
NodeId:10	0.907809286134,0.912427678098,38,4,6,67,78,80
NodeId:11	0.659528905204,0.662094674655,28,40,49,51,6,67,89
NodeId:12	1.01266529965,1.01695136151,24,28,50,55,67,85,98
NodeId:13	0.923749568278,0.92736061866,25,32,33,35,76
NodeId:14	0.333407799423,0.334303067719,36,39,44,62,98
NodeId:15	1.23162910746,1.23720115213,47,70,79,95,97
NodeId:16	0.631015005055,0.633511844052,45,52,67,80
NodeId:17	0.561002240547,0.563078274767,18,39,41,53,63,72,79,99
NodeId:18	1.02874216833,1.03311970631,52,61,62,87
NodeId:19	0.898703908124,0.902837367625,27,33,37,45,92
NodeId:2	1.03392048101,1.03854588106,31,63
NodeId:20	1.16629464168,1.17117446539,7,94
NodeId:21	1.39549052441,1.0
NodeId:22	1.0629523897,1.06826989563,25,65,72,83,97
NodeId:23	0.579047632835,0.580584475148,92,99
NodeId:24	1.03547095615,1.0401124734,10,18,38,55,9,93,94
NodeId:25	0.827578737934,0.831795061389,63
NodeId:26	0.844734666761,0.848965430124,15,23,28,64
NodeId:27	1.35573515878,1.36308093588,32,68,70,92
NodeId:28	0.891789793726,0.89551601853,21,25,72
NodeId:29	0.880036586643,0.884651660305,18,23,31,36,86
NodeId:3	0.756782873428,0.760723205072,30,42,45,86
NodeId:30	0.883469246248,0.887963627784,80,84,95
NodeId:31	2.17557516129,2.18506904933,29,36,46,49,54,62,70,85
NodeId:32	0.992682494117,0.997293130336,2,27,3,47,6,69,71,91
NodeId:33	1.01335001702,1.01825517021,2,56,58,86
NodeId:34	0.986804166964,0.991682074012,0,7,77,78
NodeId:35	0.499634021769,0.501206286907,12,18,62,64,65,66,83,91
NodeId:36	0.78262506503,0.786407254926,12,20,30,34,61,75,77,99
NodeId:37	1.3404068609,1.3463581048,40,59,71,97
NodeId:38	1.18082812734,1.18602284696,30,41,98
NodeId:39	1.14852434657,1.15516935386,31,43,68,71,92
NodeId:4	0.754570049363,0.75780684116,24,42,46,86
NodeId:40	0.737485432856,0.74041388962,7,71,72,73
NodeId:41	0.962452017311,0.966548674396,44,45,49,66
NodeId:42	0.582022575092,0.58525994923,36,45,70,89,99
NodeId:43	0.928142807148,0.93267436518,21,24,4,56,67,68,80,86,90
NodeId:44	0.638592577668,0.641407330005,17,37,38
NodeId:45	1.46881473917,1.47673840509,18,53,58,83,86,90
NodeId:46	0.832594646848,0.836400171444,78
NodeId:47	0.518081443767,0.519977696585,14,5,52,70,73
NodeId:49	1.16510753864,1.17112667019,2,29,31,39,84
NodeId:5	0.487156063146,0.488666030571,2,24,50,61,81,9,98
NodeId:50	0.843197118837,0.847351371028,0,20,46,68
NodeId:51	0.942530855207,0.947291838016,38,45,61,71
NodeId:52	0.84957884783,0.853162151248,27,31,64,91
NodeId:53	0.612294961767,0.61454399259,13,2,65,78,95
NodeId:54	0.690372522844,0.693288596481,12,69,77
NodeId:55	0.693422317869,0.696640098174,10,19,22,25,51,58,62
NodeId:56	0.549476726941,0.551441078855,29,36,80,96,98
NodeId:57	0.828669457504,0.832767826672,86,94,96,98
NodeId:58	0.877661369705,0.881920653745,16,38,71,73,78
NodeId:59	0.510270467539,0.512251043828,10,24,69,92
NodeId:6	0.697711206626,0.700442524224,15,22,58,80
NodeId:60	0.556996803217,0.558891711785,14,49,53,56,65
NodeId:61	0.713731242003,0.716551685845,18,20,6,9,99
NodeId:62	1.02931568197,1.03440832009,11,22,33,91
NodeId:63	1.75982762252,1.76766877231,3,64,65,72
NodeId:64	1.02657465326,1.03098358765,27,28,3,31,33,39,78
NodeId:65	1.00705583126,1.01189259146,27,88
NodeId:66	1.02771908643,1.03231165283,19,72,8,81,83,98
NodeId:67	0.705851928393,0.708883305096,2,26,30,31,32,45
NodeId:68	0.904181567641,0.908165396432,1,19,28,40,6,81,85
NodeId:69	0.896519406202,0.900405390437,12,22,42,46,55,72,88
NodeId:7	1.01581954006,1.02157984683,12,21,38,57,93
NodeId:70	1.22798626667,1.23458082842,20,63,99
NodeId:71	1.53672339797,1.54380590347,15,16,45,84,97
NodeId:72	1.96681261416,1.97725531748,10,49,51,92,93,95
NodeId:73	0.5456606711,0.547844932585,41,50,51,84,92
NodeId:74	0.433857345531,0.435321975066,35,54,84
NodeId:75	0.441528381214,0.443135032107,29,34,37,51,54,65,85,91
NodeId:76	0.912566843212,0.915864818047,9
NodeId:77	0.640719980566,0.643399182015,0,32,37,40,41,44,5,69,79,83,85,86,87
NodeId:78	1.66518208758,1.67433254527,13,19,34,82
NodeId:79	0.976359103835,0.97986870293,0,26,43,74,90
NodeId:8	0.348039003624,0.349032330676,13,41,59,87
NodeId:80	1.20336020832,1.20973984288,31,79
NodeId:81	0.595000807095,0.5975933598,21,26,5,78,93,96
NodeId:82	0.690096720661,0.69354138834,2,23,24,32,52,53
NodeId:83	1.29340798147,1.30079258773,1,10,18,27,29,4,70
NodeId:84	1.07960309687,1.0848150247,21,9
NodeId:85	0.705079269457,0.708150965669,32,54,57,64,69,90,99
NodeId:86	1.35577973162,1.36337476322,11,60,71,95
NodeId:87	0.485775715914,0.487480967589,19,20,27,30,47,54,63,8
NodeId:88	1.29430482968,1.30094862206,21,26,44,50,55,82
NodeId:89	0.562828858331,0.565282861526,16,32,35,38,40,57,58
